"geo_track"
"LINESTRING(10.334464 44.820347, 10.334462 44.820343, 10.334464 44.820314, 10.334455 44.820313, 10.334366 44.82034, 10.333768 44.82016, 10.333379 44.819748, 10.33317 44.819542, 10.332702 44.818957, 10.332456 44.818566, 10.33196 44.817948, 10.331449 44.817054, 10.331172 44.816107, 10.331157 44.815109, 10.331099 44.814524, 10.331095 44.814338, 10.331084 44.813571, 10.330842 44.812478, 10.330759 44.812242, 10.33068 44.811875, 10.330541 44.811141, 10.330314 44.810308, 10.330033 44.809412, 10.329843 44.808738, 10.329764 44.808644, 10.329774 44.808275, 10.329528 44.807334, 10.328744 44.80566, 10.328331 44.804695, 10.327965 44.803993, 10.327573 44.803255, 10.327284 44.802577, 10.3271 44.802037, 10.327017 44.801985, 10.326427 44.802032, 10.325857 44.802099, 10.325835 44.802165, 10.325686 44.802272, 10.325639 44.802133)"
"LINESTRING(10.334508 44.814699, 10.334616 44.814883, 10.33423 44.814685, 10.333759 44.814667, 10.332632 44.814891, 10.33148 44.814919, 10.331352 44.814359, 10.331211 44.813963, 10.331008 44.813225, 10.330861 44.812576, 10.330751 44.811681, 10.330493 44.810854, 10.330344 44.810215, 10.330063 44.809658, 10.329335 44.809663, 10.328709 44.80895, 10.328287 44.808091, 10.327995 44.807116, 10.3278489130754 44.8063730014002, 10.327809 44.80617, 10.327821 44.806051, 10.327794 44.8059, 10.327837 44.806099, 10.3278489130754 44.8063730014002, 10.327855 44.806513, 10.327938 44.807285, 10.327792 44.808035, 10.326687 44.808456, 10.325257 44.808993, 10.323818 44.809153, 10.322293 44.809088, 10.320739 44.808915, 10.319328 44.808724, 10.318079 44.808548, 10.316654 44.808362, 10.315712 44.808239, 10.31494 44.808211, 10.314674 44.808832, 10.315651 44.808916, 10.315688 44.809068)"
"LINESTRING(10.320559 44.800576, 10.320697 44.800634, 10.320576 44.800722, 10.3204 44.800907, 10.320045 44.801202, 10.319616 44.801563, 10.319735 44.80182, 10.320454 44.802153, 10.321122 44.802754, 10.32125 44.802835, 10.322168 44.802635, 10.323351 44.802465, 10.324594 44.802265, 10.325085 44.802197, 10.325747 44.801996, 10.326197 44.801777, 10.32626 44.801621, 10.327106 44.801441, 10.327902 44.801506, 10.328739 44.801395, 10.329715 44.801208, 10.330327 44.801015, 10.331084 44.800713, 10.332094 44.800732, 10.333122 44.800589, 10.333521 44.80053, 10.333814 44.800365, 10.334209 44.800786, 10.334456 44.801394, 10.334884 44.802135, 10.335261 44.802532, 10.334724 44.803093, 10.334719 44.803109, 10.334725 44.803153)"
"LINESTRING(10.322632 44.802328, 10.322715 44.80252, 10.322718 44.80254, 10.322692 44.802521, 10.322632 44.802493, 10.322572 44.802495, 10.322563 44.802505, 10.322018 44.802681, 10.320936 44.803048, 10.319443 44.803312, 10.318947 44.803373, 10.31889 44.80336, 10.317622 44.803661, 10.316286 44.80387, 10.315287 44.804089, 10.314861 44.804403, 10.314241 44.804675, 10.313473 44.804832, 10.312602 44.804798, 10.310989 44.805079, 10.30997 44.805288, 10.309058 44.805453, 10.307588 44.80565, 10.306573 44.805801, 10.305453 44.806167, 10.304768 44.806172, 10.303952 44.806401, 10.303462 44.806576, 10.30233 44.806818, 10.301358 44.807037, 10.300351 44.807245, 10.299726 44.807573, 10.298516 44.807633, 10.297475 44.807839, 10.296829 44.807952, 10.295736 44.80817, 10.294723 44.808388, 10.293874 44.808587, 10.293079 44.808719, 10.292839 44.808875, 10.283138 44.810722, 10.280107 44.811332, 10.278601 44.811625, 10.277462 44.811866, 10.276757 44.812268, 10.277025 44.812952, 10.276517 44.813727, 10.276488 44.813906)"
"LINESTRING(10.324005 44.800556, 10.32394 44.800569, 10.323993 44.799844, 10.324274 44.798882, 10.324332 44.798684, 10.324317 44.798267, 10.324338 44.797448, 10.32435 44.796499, 10.324419 44.795687, 10.324488 44.79503, 10.324515 44.795013, 10.324758 44.794999, 10.326211 44.795096, 10.326871 44.795163, 10.327186 44.795139, 10.327191 44.795139, 10.327347 44.795016, 10.328371 44.795124, 10.330486 44.794785, 10.331131 44.794414, 10.332439 44.794596, 10.332858 44.79455, 10.333645 44.793307, 10.334408 44.792514, 10.335235 44.792217, 10.335248 44.792215, 10.335778 44.792133, 10.336004 44.792132, 10.336854 44.792278, 10.33743 44.79221, 10.33853 44.792409, 10.338088 44.792293, 10.33815 44.792273, 10.338728 44.792397, 10.338506 44.792341, 10.337857 44.792206, 10.338534 44.792345, 10.338885 44.79243, 10.3391346025907 44.7924322879881, 10.339758 44.792438, 10.339511 44.792495, 10.339518 44.792499, 10.339533 44.792518, 10.3391346025907 44.7924322879881, 10.338701 44.792339, 10.337934 44.791981, 10.338169 44.791451, 10.338496 44.790612, 10.338786 44.789818, 10.338933 44.78937, 10.340025 44.789219, 10.34103 44.78914, 10.341059 44.788977, 10.340826 44.788371)"
"LINESTRING(10.32035 44.800733, 10.320583 44.800728, 10.320709 44.800685, 10.320711 44.800678, 10.320744 44.80065, 10.320584 44.800825, 10.320412 44.801027, 10.319989 44.801308, 10.319522 44.801659, 10.319891 44.801923, 10.320352 44.802087, 10.320971 44.802478, 10.321211 44.80279, 10.321984 44.802715, 10.32304 44.802528, 10.324302 44.802276, 10.324651 44.802225, 10.325035 44.802159, 10.325708 44.801892, 10.326187 44.801804, 10.326355 44.801727, 10.326912 44.801577, 10.327329 44.801564, 10.329628 44.801165, 10.330424 44.800972, 10.331323 44.800783, 10.332208 44.800674, 10.333183 44.800462, 10.333401 44.800464, 10.333558 44.80048, 10.333613 44.800455, 10.333873 44.800353, 10.334152 44.800868, 10.33438 44.801447, 10.334955 44.802251, 10.335079 44.802754, 10.334716 44.803155, 10.33471 44.803163)"
"LINESTRING(10.339957 44.829961, 10.339893 44.829984, 10.33983 44.829369, 10.339541 44.829118, 10.338988 44.829191, 10.338715 44.829116, 10.338013 44.828151, 10.337446 44.827045, 10.336935 44.825938, 10.336576 44.824877, 10.335821 44.823847, 10.335079 44.822793, 10.334491 44.821841, 10.33402 44.82108, 10.333563 44.820252, 10.33279 44.819237, 10.33208 44.818168, 10.331429 44.817186, 10.331101 44.816187, 10.331609 44.815901, 10.332958 44.815584, 10.334127 44.815268, 10.334152 44.814858, 10.334409 44.814788)"
"LINESTRING(10.340057 44.829947, 10.339988 44.830005, 10.340011 44.829414, 10.339046 44.829173, 10.338282 44.828658, 10.337706 44.827527, 10.337178 44.826532, 10.336739 44.825448, 10.33626 44.82438, 10.335575 44.823476, 10.335081 44.822705, 10.33462 44.822073, 10.334122 44.821224, 10.333446 44.820699, 10.333163 44.819695, 10.332478 44.818584, 10.331668 44.817588, 10.331215 44.816432, 10.331151 44.815689, 10.330965 44.814457, 10.33082 44.813299, 10.330632 44.812113, 10.330424 44.810973, 10.330178 44.80992, 10.329934 44.808829, 10.330191 44.808334, 10.331848 44.808139, 10.333475 44.807883, 10.334696 44.807146, 10.3358 44.806459, 10.337064 44.805651, 10.337994 44.805097, 10.338172 44.805018, 10.338843 44.80435, 10.339263 44.803272, 10.339496 44.802097, 10.339427 44.801142, 10.338995 44.800177, 10.338505 44.799643, 10.337685 44.798727, 10.336777 44.797661, 10.335947 44.796654, 10.335028 44.796088, 10.334967 44.796067, 10.334853 44.795783, 10.335928 44.795479, 10.335741 44.794667, 10.335564 44.793811, 10.336843 44.793558, 10.337342 44.792919, 10.337412 44.792603)"
"LINESTRING(10.329281 44.799348, 10.329282 44.799324, 10.329217 44.799337, 10.329133 44.799331, 10.329119 44.799645, 10.329287 44.800165, 10.329636 44.800886, 10.329604 44.801008, 10.3281 44.801552, 10.327418 44.801685, 10.327119 44.801714, 10.326748 44.801843, 10.325718 44.80235, 10.325375 44.802399, 10.325052 44.802474, 10.324729 44.803279, 10.32489 44.804041, 10.32528 44.80509, 10.325949 44.806094, 10.326404 44.807088, 10.327126 44.808246, 10.327308 44.809089, 10.327758 44.809877)"
"LINESTRING(10.338101 44.785508, 10.338203 44.785459, 10.337985 44.785037, 10.338481 44.784668, 10.338993 44.784385, 10.340031 44.784498, 10.341416 44.784398, 10.341148 44.785266, 10.342161 44.785373, 10.343596 44.785066, 10.345134 44.78481, 10.346582 44.785237, 10.348215 44.785528, 10.349883 44.785802, 10.350668 44.785465, 10.350823 44.785174)"
